date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:46:51	92719/92719	---M--	200	added ('OK')	image/jpeg	etag:%22O7w4CI1g9AEbWNxC0pYWmSmsTcZBWMIfGQOd+T9A5MQ%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pexels-kimsanxw-46102905-18031391-standard.jpg	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pexels-kimsanxw-46102905-18031391-standard.jpg	(from https://www.heartavenueassociation.com/arts-humanities-departament)
20:46:52	634898/634898	---M--	200	added ('OK')	image/png	etag:%22lCl3Ivd4Xyx5pZsfy4skDqMEqxy5gMJMfrZLSx3NLsc%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/duplicate-1-standard-j5kbfn.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/duplicate-1-standard-j5kbfn.png	(from https://www.heartavenueassociation.com/arts-humanities-departament)
20:46:53	77217/77217	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:46:52%20GMT	https://www.heartavenueassociation.com/blog-journalism/3246475_el-arte-que-sana-dairo-vargas-y-la-salud-mental-en-la-infancia-y-juventud	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/3246475_el-arte-que-sana-dairo-vargas-y-la-salud-mental-en-la-infancia-y-juventud.html	(from https://www.heartavenueassociation.com/arts-humanities-departament)
20:46:54	0/-1	---M--	301	error ('')			https://www.heartavenueassociation.com/our-work-impact	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact.7d.delayed	(from https://www.heartavenueassociation.com/essays-departament-of-sociology)
20:46:54	76486/76486	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:46:53%20GMT	https://www.heartavenueassociation.com/blog-journalism/3246462_museos-sin-paredes-la-sabiduria-infinita-de-nuestras-abuelas	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/3246462_museos-sin-paredes-la-sabiduria-infinita-de-nuestras-abuelas.html	(from https://www.heartavenueassociation.com/arts-humanities-departament)
20:46:54	454263/454263	---M--	200	added ('OK')	image/png	etag:%22m2n4TIBGYHh1wK5unX+LqQO42sqqN7Xhv5HAHGbDDq8%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-20-10-24-gmt-0500-colombia-standard-time-standard.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-20-10-24-gmt-0500-colombia-standard-time-standard.png	(from https://www.heartavenueassociation.com/arts-humanities-departament)
20:46:54	853988/853988	---M--	200	added ('OK')	image/png	etag:%22iFlqykUUXzTWKREgjpvR4h6Uy022Idd6bELgHnZgnkw%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-23-06-17-gmt-0500-colombia-standard-time-standard.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-23-06-17-gmt-0500-colombia-standard-time-standard.png	(from https://www.heartavenueassociation.com/essays-departament-of-sociology)
20:46:54	828710/828710	---M--	200	added ('OK')	image/png	etag:%22P+dpcIZcS5Qq9VjUStO/KX+u8nT5J7P5zmg8oStnQD4%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-21-44-16-gmt-0500-colombia-standard-time-standard.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-21-44-16-gmt-0500-colombia-standard-time-standard.png	(from https://www.heartavenueassociation.com/essays-departament-of-sociology)
20:46:55	0/-1	---M--	301	error ('')			https://www.heartavenueassociation.com/our-work-impact	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact.82.delayed	(from https://www.heartavenueassociation.com/department-of-science-and-innovation)
20:46:56	76452/76452	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:46:55%20GMT	https://www.heartavenueassociation.com/blog-journalism/3246495_la-metafisica-del-brillo-por-que-los-mortales-amamos-el-oro	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/3246495_la-metafisica-del-brillo-por-que-los-mortales-amamos-el-oro.html	(from https://www.heartavenueassociation.com/essays-departament-of-sociology)
20:46:56	760050/760050	---M--	200	added ('OK')	image/png	etag:%22r8ox5UHlEBVNVxDDddK+kenvGqOfVAB3WKkyVXynKgs%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-21-57-05-gmt-0500-colombia-standard-time-standard.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-21-57-05-gmt-0500-colombia-standard-time-standard.png	(from https://www.heartavenueassociation.com/essays-departament-of-sociology)
20:46:57	477316/477316	---M--	200	added ('OK')	image/png	etag:%22VsLEO2c6Jrd/XTLjciqfmZCHx2Gfg2dXWUMrXKlXnPM%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-22-17-21-gmt-0500-colombia-standard-time-standard.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-22-17-21-gmt-0500-colombia-standard-time-standard.png	(from https://www.heartavenueassociation.com/department-of-science-and-innovation)
20:46:57	95765/95765	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:46:57%20GMT	https://www.heartavenueassociation.com/blog-journalism/3246501_de-latinoamerica-a-la-nasa-mujeres-stem-que-rompieron-las-reglas-y-hacen-historia	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/3246501_de-latinoamerica-a-la-nasa-mujeres-stem-que-rompieron-las-reglas-y-hacen-historia.html	(from https://www.heartavenueassociation.com/department-of-science-and-innovation)
20:46:58	0/-1	---M--	301	error ('')			https://www.heartavenueassociation.com/our-work-impact	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact.87.delayed	(from https://www.heartavenueassociation.com/department-of-pedagogy-and-education)
20:46:58	26660/26660	---M--	200	added ('OK')	image/jpeg	etag:%22oOn+K5rzVLaAwEb7ACS3su4o5/s2D7Qc944AuXiTUuo%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/20240105-christina-koch-standard.jpg	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/20240105-christina-koch-standard.jpg	(from https://www.heartavenueassociation.com/department-of-science-and-innovation)
20:46:59	75084/75084	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:46:58%20GMT	https://www.heartavenueassociation.com/blog-journalism/3246448_yo-tampoco-creia-en-mi-christina-koch-la-primera-mujer-que-viajo-a-la-luna	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/3246448_yo-tampoco-creia-en-mi-christina-koch-la-primera-mujer-que-viajo-a-la-luna.html	(from https://www.heartavenueassociation.com/department-of-science-and-innovation)
20:46:59	0/-1	---M--	301	error ('')			https://www.heartavenueassociation.com/our-work-impact	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact.8a.delayed	(from https://www.heartavenueassociation.com/blog-journalism/latest-news-programs)
20:47:00	75099/75099	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:46:59%20GMT	https://www.heartavenueassociation.com/blog-journalism/3246449_por-que-el-arte-ayuda-a-los-ninos-a-expresarse-lo-que-no-pueden-comunicar	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/3246449_por-que-el-arte-ayuda-a-los-ninos-a-expresarse-lo-que-no-pueden-comunicar.html	(from https://www.heartavenueassociation.com/department-of-pedagogy-and-education)
20:47:00	388984/388984	---M--	200	added ('OK')	image/png	etag:%22xf+q0J51u4sR3MBM5E7vBVm/Bluf+sY9HvCuWLKPxIU%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-19-56-46-gmt-0500-colombia-standard-time-standard.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-19-56-46-gmt-0500-colombia-standard-time-standard.png	(from https://www.heartavenueassociation.com/department-of-pedagogy-and-education)
20:47:01	59013/59013	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Aug%202026%2001:47:00%20GMT	https://www.heartavenueassociation.com/'https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-tue-jun-30-2026-09-58-57-gmt-0500-colombia-standard-time-standard.png?enable-io=true&fit=bounds&width=1920&height=1920'	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/'https_/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-tue-jun-30-2026-09-58-57-gmt-0500-colombia-standard-time-standard.8b0450.delayed	(from https://www.heartavenueassociation.com/blog-journalism/latest-news-programs)
20:47:01	0/-1	---M--	301	error ('')			https://www.heartavenueassociation.com/our-work-impact	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact.8e.delayed	(from https://www.heartavenueassociation.com/about-us-our-work)
20:47:01	108850/108850	---M--	200	added ('OK')	image/jpeg	etag:%2259tvY9mKyv7NE4zGa6NPRnm2qP7LVjQs67tTSO0qkcY%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/dise-o-publicitario-ciis-heart-avenu-assoc-innova-schools-lemos-3-standard.jpg	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/dise-o-publicitario-ciis-heart-avenu-assoc-innova-schools-lemos-3-standard.jpg	(from https://www.heartavenueassociation.com/blog-journalism/latest-news-programs)
20:47:02	58757/58757	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Aug%202026%2001:47:02%20GMT	https://www.heartavenueassociation.com/'https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/image-standard.png?enable-io=true&fit=bounds&width=1920&height=1920'	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/'https_/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/image-standard.8f0450.delayed	(from https://www.heartavenueassociation.com/about-us-our-work)
20:47:03	80258/80258	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:47:02%20GMT	https://www.heartavenueassociation.com/blog-journalism/latest-news-programs/3250351_empowering-the-next-generation-of-scientists-heart-avenue-association-launches-the-health-innovation-research-club-ciis-in-peru	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/latest-news-programs/3250351_empowering-the-next-generation-of-scientists-heart-avenue-association-launches-the-health-innovation-research-club-ciis-	(from https://www.heartavenueassociation.com/blog-journalism/latest-news-programs)
20:47:04	58785/58785	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Aug%202026%2001:47:03%20GMT	https://www.heartavenueassociation.com/'https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/image-standard-ees1qr.png?enable-io=true&fit=bounds&width=1920&height=1920'	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/'https_/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/image-standard-ees1qr.900450.delayed	(from https://www.heartavenueassociation.com/about-us-our-work)
20:47:04	538/538	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Aug%202026%2001:47:04%20GMT	https://www.heartavenueassociation.com/our-work-impact/our-history-team	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact/our-history-team.91.delayed	(from https://www.heartavenueassociation.com/about-us-our-work)
20:47:05	1070382/1070382	---M--	200	added ('OK')	image/png	etag:%22zAoPfLhRYE+69QqEdUS4lQDb9bEkSxqo1kWWsXibPxg%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sun-jun-28-2026-00-57-31-gmt-0500-colombia-standard-time-standard.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sun-jun-28-2026-00-57-31-gmt-0500-colombia-standard-time-standard.png	(from https://www.heartavenueassociation.com/about-us-our-work)
20:47:06	522/522	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Aug%202026%2001:47:06%20GMT	https://www.heartavenueassociation.com/our-work-impact/work-reports-newsletter	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact/work-reports-newsletter.93.delayed	(from https://www.heartavenueassociation.com/about-us-our-work)
20:47:06	0/-1	---M--	301	error ('')			https://www.heartavenueassociation.com/our-work-impact	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact.95.delayed	(from https://www.heartavenueassociation.com/about-us-our-work/work-reports)
20:47:06	23742/23742	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a5fb84c-5cbe%22	https://iframely.net/embed.js	C:/My%20Web%20Sites/pagina_web_heart_avenue/iframely.net/embed.js	(from https://www.heartavenueassociation.com/about-us-our-work)
20:47:07	59041/59041	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Aug%202026%2001:47:07%20GMT	https://www.heartavenueassociation.com/'https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sun-jun-28-2026-23-43-01-gmt-0500-colombia-standard-time-standard-v3ph1y.png?enable-io=true&fit=bounds&width=1920&height=1920'	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/'https_/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sun-jun-28-2026-23-43-01-gmt-0500-colombia-standard-time-standard-v3ph1y.960450.delayed	(from https://www.heartavenueassociation.com/about-us-our-work/work-reports)
20:47:08	103584/103584	---M--	200	added ('OK')	image/jpeg	etag:%22vL2A421plW9qEV+PkQvwxfwSHcAz++1aOaclop5Rflg%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/saveclip-app_561762980_17858324553519540_145460339595040667_n-standard.jpg	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/saveclip-app_561762980_17858324553519540_145460339595040667_n-standard.jpg	(from https://www.heartavenueassociation.com/about-us-our-work/work-reports)
20:47:09	77000/77000	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:47:08%20GMT	https://www.heartavenueassociation.com/about-us-our-work/work-reports/3246579_community-drive-brings-essential-care-and-comfort-to-vulnerable-youth-in-johannesburg	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/about-us-our-work/work-reports/3246579_community-drive-brings-essential-care-and-comfort-to-vulnerable-youth-in-johannesburg.html	(from https://www.heartavenueassociation.com/about-us-our-work/work-reports)
20:47:09	65632/65632	---M--	200	added ('OK')	image/jpeg	etag:%22ucCgHz6jx072biBil1Mc7AIyrgiOJx0tFRt4tHcjQYk%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/saveclip-app_527451722_18013037180779696_2053973393952880769_n-standard.jpg	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/saveclip-app_527451722_18013037180779696_2053973393952880769_n-standard.jpg	(from https://www.heartavenueassociation.com/about-us-our-work/work-reports)
20:47:10	83759/83759	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:47:09%20GMT	https://www.heartavenueassociation.com/about-us-our-work/work-reports/3246566_artistic-expression-fosters-well-being-for-neurodivergent-children-at-king-hamad-american-mission-hospital	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/about-us-our-work/work-reports/3246566_artistic-expression-fosters-well-being-for-neurodivergent-children-at-king-hamad-american-mission-hospital.html	(from https://www.heartavenueassociation.com/about-us-our-work/work-reports)
20:47:11	0/-1	---M--	301	error ('')			https://www.heartavenueassociation.com/our-work-impact	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact.9d.delayed	(from https://www.heartavenueassociation.com/about-us-our-work/our-history-team)
20:47:11	77080/77080	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:47:11%20GMT	https://www.heartavenueassociation.com/about-us-our-work/work-reports/3247932_strongher-strategic-advocacy-forum	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/about-us-our-work/work-reports/3247932_strongher-strategic-advocacy-forum.html	(from https://www.heartavenueassociation.com/about-us-our-work/work-reports)
20:47:11	364043/364043	---M--	200	added ('OK')	image/png	etag:%221Z3TF6lpzBzAwuom2hR2B3lPX/ehdj22ARABMaCSs8s%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sun-jun-28-2026-23-39-33-gmt-0500-colombia-standard-time-standard.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sun-jun-28-2026-23-39-33-gmt-0500-colombia-standard-time-standard.png	(from https://www.heartavenueassociation.com/about-us-our-work/work-reports)
20:47:12	58845/58845	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Aug%202026%2001:47:12%20GMT	https://www.heartavenueassociation.com/'https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/dise-o-sin-t-tulo-54-standard-zfpqid.png?enable-io=true&fit=bounds&width=1920&height=1920'	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/'https_/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/dise-o-sin-t-tulo-54-standard-zfpqid.9e0450.delayed	(from https://www.heartavenueassociation.com/about-us-our-work/our-history-team)
20:47:12	120509/120509	---M--	200	added ('OK')	image/jpeg	etag:%22D3W+sFbCncvX/67MTJqFYE4ziC3PZ8YmE+jWXDDTzrA%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/img_20260517_164131-high-ctle0y.jpg?enable-io=true&enable=upscale&crop=1%3A1%2Coffset-y55&width=800	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/img_20260517_164131-high-ctle0y7973.jpg	(from https://www.heartavenueassociation.com/about-us-our-work/our-history-team)
20:47:12	1204423/1204423	---M--	200	added ('OK')	image/png	etag:%22JXA3t8ifQ5VFSpBFxbaWgnrBDHeOKCcqYWFOg8WtAOA%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-mon-jun-29-2026-04-42-48-gmt-0500-colombia-standard-time-high.png?enable-io=true&enable=upscale&crop=1%3A1&width=800	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-mon-jun-29-2026-04-42-48-gmt-0500-colombia-standard-time-high1e22.png	(from https://www.heartavenueassociation.com/about-us-our-work/our-history-team)
20:47:12	352300/352300	---M--	200	added ('OK')	image/png	etag:%22lFAbgeZ14spi5+hbl4WUjdVE36qWYaCF1a7J7l2CiLQ%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-mon-jun-29-2026-04-46-45-gmt-0500-colombia-standard-time-high.png?enable-io=true&enable=upscale&crop=1%3A1&width=800	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-mon-jun-29-2026-04-46-45-gmt-0500-colombia-standard-time-high1e22.png	(from https://www.heartavenueassociation.com/about-us-our-work/our-history-team)
20:47:13	0/-1	---M--	301	error ('')			https://www.heartavenueassociation.com/our-work-impact	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact.a3.delayed	(from https://www.heartavenueassociation.com/about-us-our-work/partnerships)
20:47:13	588136/588136	---M--	200	added ('OK')	image/png	etag:%226c/ZACsRq/5VpJViv0Ah2+5Usqp7GOFPl9hZ9b+dBso%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-mon-jun-29-2026-04-50-11-gmt-0500-colombia-standard-time-high.png?enable-io=true&enable=upscale&crop=1%3A1&width=800	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-mon-jun-29-2026-04-50-11-gmt-0500-colombia-standard-time-high1e22.png	(from https://www.heartavenueassociation.com/about-us-our-work/our-history-team)
20:47:14	58865/58865	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Aug%202026%2001:47:14%20GMT	https://www.heartavenueassociation.com/'https://i.vimeocdn.com/video/2174186207-211133ffc372ccb8e9780d1dca1a2ee3e6a2e95963f051c60c2025f47df9305e-d_1920x1080?&r=pad&region=us'	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/'https_/i.vimeocdn.com/video/2174186207-211133ffc372ccb8e9780d1dca1a2ee3e6a2e95963f051c60c2025f47df9305e-d_1920x1080.a44c74.delayed	(from https://www.heartavenueassociation.com/about-us-our-work/partnerships)
20:47:15	16764/16764	---M--	200	added ('OK')	image/png	etag:%22+LbD4yYCooCIL0Pv1CibGSjiJRPTPQWesinBfLO+/wU%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-mon-jun-29-2026-14-57-07-gmt-0500-colombia-standard-time-standard.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-mon-jun-29-2026-14-57-07-gmt-0500-colombia-standard-time-standard.png	(from https://www.heartavenueassociation.com/about-us-our-work/partnerships)
20:47:16	77659/77659	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:47:15%20GMT	https://www.heartavenueassociation.com/about-us-our-work/partnerships/partner-with-us	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/about-us-our-work/partnerships/partner-with-us.html	(from https://www.heartavenueassociation.com/about-us-our-work/partnerships)
20:47:16	41355/41355	---M--	200	added ('OK')	image/png	etag:%22Y+d6Qur6uiGDv35Eu24m/WhRXlU862FeoPemVTpocyE%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-mon-jun-29-2026-14-58-16-gmt-0500-colombia-standard-time-high.png?enable-io=true&enable=upscale&crop=3.5143%3A1&width=800	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-mon-jun-29-2026-14-58-16-gmt-0500-colombia-standard-time-high967d.png	(from https://www.heartavenueassociation.com/about-us-our-work/partnerships)
20:47:16	58692/58692	---M--	200	added ('OK')	image/jpeg	etag:%22l5yMni2fMYrWFSNSBYfExNwrF+tlKq5d/4vYPc1cyd8%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/download-17-standard.jpg	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/download-17-standard.jpg	(from https://www.heartavenueassociation.com/about-us-our-work/partnerships)
20:47:16	116640/116640	---M--	200	added ('OK')	image/png	etag:%22vKxKh5rfBACnf05A5mDMbpTj82dB5b90VNt9vLl1cww%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-mon-jun-29-2026-14-52-47-gmt-0500-colombia-standard-time-standard.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-mon-jun-29-2026-14-52-47-gmt-0500-colombia-standard-time-standard.png	(from https://www.heartavenueassociation.com/about-us-our-work/partnerships)
20:47:17	101875/101875	---M--	200	added ('OK')	image/png	etag:%22p+mjscp2r/auxjELDgunruLX5EfrGOji5xQnYQi7WFM%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/brochure-en-espa-ol-heart-avenue-2026-high.png?enable-io=true&enable=upscale&crop=1%3A1&width=800	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/brochure-en-espa-ol-heart-avenue-2026-high1e22.png	(from https://www.heartavenueassociation.com/about-us-our-work/partnerships)
20:47:17	209323/209323	---M--	200	added ('OK')	image/png	etag:%22VJVyJZAr5J8SkiG5jBOvy56nvZ/q34olsTrjRNf2O4E%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/brochure-en-espa-ol-heart-avenue-2026-1-high.png?enable-io=true&enable=upscale&crop=1%3A1&width=800	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/brochure-en-espa-ol-heart-avenue-2026-1-high1e22.png	(from https://www.heartavenueassociation.com/about-us-our-work/partnerships)
20:47:17	254220/254220	---M--	200	added ('OK')	image/png	etag:%228iFnCYqOrVMTul/GKoZJF5N/c9IzB3/PjIgBFMCHYpc%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-mon-jun-29-2026-15-35-17-gmt-0500-colombia-standard-time-high.png?enable-io=true&enable=upscale&crop=1%3A1&width=800	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-mon-jun-29-2026-15-35-17-gmt-0500-colombia-standard-time-high1e22.png	(from https://www.heartavenueassociation.com/about-us-our-work/partnerships)
